nroInscricao,nota,data,cidade,nomeEscola
3869,409.3,12/02/2012,Belo Horizonte,CAFE FILHO PRESIDENTE
3870,379,13/02/2012,,JOCILA PEREIRA GUIMARAE
3914,,14/02/2012,,ANTONIO CARLOS FERREIRA
3871,483.7,,Recife,UBALDO COSTA LEITE DOUT
3699,528.6,,Caucaia,PAULO NOGUEIRA FILHO
3346,704.5,17/02/2012,Contagem,EDGARD PIMENTEL REZENDE
3404,,18/02/2012,Sao Goncalo do Ama,CRISPIM DE OLIVEIRA PRO
3285,491.3,19/02/2012,,ANA SIQUEIRA DA SILVA
4031,,,,CARLOS FREDERICO WERNEC
3627,689.3,21/02/2012,Juiz de Fora,MILTON DA SILVA RODRIGU
3746,514.1,22/02/2012,Tubarao,CACILDA BECKER
3747,674.8,23/02/2012,Maua,ARLETE TEREZINHA PIZAO 
3973,498.9,24/02/2012,Brasilia,ORLANDO HORACIO VITA PR
3286,528.7,25/02/2012,Salvador,DAILY RESENDE FRANCA PR
3974,,,Manaus,LUZIA GODOY PROFA
3572,357.7,26/02/2012,Entre Rios de Mina,YOLANDO MALLOZZI
3915,381.1,28/02/2012,,VERIDIANA CAMACHO CARVA
3234,488.3,,,JUSTINO CARDOSO DR
3287,404.8,,,JOAQUIM GOUVEIA FRANCO 
3347,452,02/03/2012,Maua,DIDIO DA SILVEIRA BALDY
3573,,,Crato,LOURDES MARIA DE CAMARG
3872,535.7,,Vila Velha,JENI DAVI BACHA PROFESS
3574,494.2,05/03/2012,Sao Paulo,IGNACIO GIOIA MONSENHOR
3575,712.2,06/03/2012,Maceio,FELIX GUISARD FILHO DOU
3576,423.8,,Rio de Janeiro,TEIXEIRA POMBO COMENDAD
3288,488.8,08/03/2012,Taquaracu de Minas,SINESIA MARTINI PROFA
3405,,09/03/2012,Fortaleza,IRENE DE ASSIS SAES PRO
3406,,10/03/2012,Belo Horizonte,CECILIA DE NEGRI PROFES
3289,335.7,11/03/2012,Recife,
3290,699,12/03/2012,Itupiranga,MARIO NATIVIDADE DOUTOR
3291,335.9,13/03/2012,Sao Paulo,HELIO NEHRING PROFESSOR
3235,388.1,14/03/2012,Serra do Ramalho,LUCIANO GUIDOTTI COMEND
3506,527.8,15/03/2012,,IRACEMA DE CASTRO AMARA
3236,369.6,16/03/2012,,ALVA FABRI MIRANDA PROF
3292,642.3,17/03/2012,Brasilia,JOAQUIM DO MARCO PROFES
3407,586.4,18/03/2012,Sao Carlos,RUBENS PIETRAROIA
4032,446.3,19/03/2012,,PEDRO II
3237,438.8,,Sao Jose dos Campo,JOAO KOPKE
3507,551.3,,Maceio,REINALDO RIBEIRO DA SIL
3748,394.8,,Piracicaba,JOSE CANDIDO DE SOUZA
3811,,,,ARTHUR GUIMARAES
3812,357.5,24/03/2012,Contagem,ZULEIKA DE BARROS MARTI
3700,743.9,25/03/2012,Guarulhos,DEODORO MARECHAL
3916,369,26/03/2012,,MARINA CERQUEIRA CESAR 
3813,574.8,27/03/2012,Taubate,ALARICO SILVEIRA DOUTOR
3948,,28/03/2012,Para de Minas,JOSE MONTEIRO BOANOVA P
3949,526.1,,Rio de Janeiro,MAURO DE OLIVEIRA PROFE
3950,398.5,30/03/2012,Cabedelo,MISS BROWNE
3990,,31/03/2012,,MANUEL CIRIDIAO BUARQUE
3951,,,Sao Paulo,EDMUNDO DE CARVALHO DOU
3773,358.8,,Pacajus,BASILIDES DE GODOY PROF
3774,,,Natal,GUILHERME KUHLMANN
3775,,04/04/2012,Novo Hamburgo,PRUDENTE DE MORAES
3952,,05/04/2012,,FARIA LIMA BRIGADEIRO
3776,551.8,06/04/2012,Porto Alegre,EMILIANO AUGUSTO CAVALC
3777,,,Contagem,ALEXANDRE VON HUMBOLDT
3778,624.1,08/04/2012,Bento Goncalves,FIDELINO FIGUEIREDO PRO
3779,472.9,09/04/2012,,FERNAO DIAS PAES
3991,677.7,10/04/2012,,GUARACY SILVEIRA ETE
3780,,11/04/2012,Porto Alegre,ANTONIO ALVES CRUZ PROF
3953,634,12/04/2012,Rio de Janeiro,MARINA CINTRA PROFESSOR
3992,789.7,,Cipotanea,ROLDAO LOPES DE BARROS 
3993,407.6,14/04/2012,Feira de Santana,LUDOVINA CREDIDIO PEIXO
3994,372.4,,Guarulhos,ARCY MAJOR
3781,542.6,16/04/2012,Rio Grande da Serr,MARIA JOSE
3995,359.9,,Fortaleza,ACHILLES CONEGO CRECHE 
3782,626.6,18/04/2012,Arcos,COSTA MANSO MINISTRO
3726,,19/04/2012,Cachoeirinha,FABIANO LOZANO MAESTRO
3840,524.9,20/04/2012,,VICTOR OLIVA PROFESSOR
3841,426.1,21/04/2012,Luziania,FLORIANO MARECHAL
3996,572.8,22/04/2012,Sao Paulo,RODRIGUES ALVES
3997,403.7,23/04/2012,Juiz de Fora,GODOFREDO FURTADO
3842,,24/04/2012,Matozinhos,CARLOS MAXIMILIANO PERE
3843,425.7,25/04/2012,Recife,CAETANO DE CAMPOS CONSO
3998,,26/04/2012,Cachoeirinha,CECILIANO JOSE ENNES PR
3999,368.6,27/04/2012,,EE BRASILIO MACHADO
3844,346.7,28/04/2012,Recife,MARTIM FRANCISCO
4000,447,29/04/2012,Nova Serrana,ALFREDO BRESSER
4001,591,30/04/2012,Almenara,ARISTIDES DE CASTRO
4002,446.3,01/05/2012,,NAPOLEAO DE CARVALHO FR
3783,404,,Guarulhos,OSWALDO ARANHA
3727,403.3,,,JACYRA MOYA MARTINS CAR
3784,380,04/05/2012,Brasilia,KEIZO ISHIHARA
3785,,05/05/2012,Pirajui,KYRILLOS DOUTOR
4003,372.5,06/05/2012,Curitiba,LOURENCO FILHO PROFESSO
3728,739.4,,Pomerode,MARIO DE ANDRADE
3729,592.3,08/05/2012,Teresina,MARIA EUGENIA MARTINS P
4004,542.5,09/05/2012,,FLAVIA VIZIBELI PIRRO P
4005,631.4,10/05/2012,Porto Alegre,GUIOMAR ROCHA RINALDI P
3730,441.7,11/05/2012,Conceicao do Coite,HENRIQUE DUMONT VILLARE
3786,381.7,12/05/2012,,ARCHITICLINO SANTOS PRO
4006,,13/05/2012,Jaguarao,CESAR MARTINEZ
3787,541.4,,Recife,CLORINDA DANTI PROFESSO
3788,654.9,15/05/2012,Brasilia,DANIEL PAULO VERANO PON
4007,415.2,16/05/2012,Brasilia,LUIS ELIAS ATTIE
3731,446.7,,Poco Fundo,EMYGIDIO DE BARROS PROF
3732,,18/05/2012,Rio de Janeiro,ENNIO VOSS PROFESSOR
3733,540.8,19/05/2012,Santo Antonio de J,ALBERTO LEVY PROFESSOR
4008,495.5,20/05/2012,Tangara,ALBERTO TORRES
4009,418.6,21/05/2012,Sao Paulo,ANA ROSA DE ARAUJO DONA
4049,,,Itaquaquecetuba,ANDRONICO DE MELLO PROF
4050,539.1,,Alvorada D'Oeste,
17166,482.4,24/05/2012,Joao Pessoa,
4051,,25/05/2012,Serrita,ADOLFO GORDO SENADOR
4052,475.3,26/05/2012,Itaituba,VIRGILIA RODRIGUES ALVE
3734,378.2,27/05/2012,,PEDRO FONSECA PROFESSOR
4053,609.3,28/05/2012,Rio de Janeiro,THOMAZIA MONTORO
3735,516.5,29/05/2012,,ADOLFO TRIPOLI PROFESSO
4054,,30/05/2012,,DEMOSTHENES MARQUES PRO
3736,831.8,31/05/2012,,JACQUES MARITAIN
4055,492.3,01/06/2012,Sumare,MURTINHO NOBRE DOUTOR
4056,,02/06/2012,Sao Paulo,ADELINA ISSA ASHCAR
3737,429.4,03/06/2012,Braganca Paulista,JULIO DE MESQUITA FILHO
3738,,04/06/2012,Tres Rios,ITAUNA VISCONDE DE
4057,,05/06/2012,,ATALIBA DE OLIVEIRA PRO
4058,635,06/06/2012,,ROOSEVELT PRESIDENTE
4059,445.9,07/06/2012,,GETULIO VARGAS ETE
4060,450.8,08/06/2012,Barra do Corda,ASTROGILDO SILVA PROFES
4061,419.2,,Salvador,AYRES DE MOURA PROFESSO
4062,,10/06/2012,Boa Esperanca,GAVIAO PEIXOTO BRIGADEI
4063,472.3,11/06/2012,Vila Velha,JOAO SOLIMEO
4064,526.7,12/06/2012,Serra,WALFREDO ARANTES CALDAS
4065,390.6,13/06/2012,Itapecerica da Ser,SEBASTIAO DE OLIVEIRA G
4066,711.1,,Mossoro,SUZANA DE CAMPOS DONA
4067,405.5,,Goiania,JULIO DE FARIA E SOUZA 
3259,577.2,16/06/2012,Sao Caetano do Sul,JULIO CESAR DE OLIVEIRA
3260,367,17/06/2012,Sinop,RENATO DE ARRUDA PENTEA
3261,379.1,18/06/2012,Cascavel,JOAO BOEMER JARDIM PROF
3262,339.2,19/06/2012,Valparaiso de Goia,FRANCISCO FARIA NETO PR
3263,388,20/06/2012,Colombo,JOSE ALTENFELDER SILVA 
3264,,21/06/2012,Rio de Janeiro,MARIANO DE OLIVEIRA PRO
3265,788.3,,Itapecerica da Ser,SILVIO XAVIER ANTUNES P
3266,479.2,23/06/2012,Nova Lima,OCTAVIO MONTEIRO DE CAS
3267,,24/06/2012,Recife,PIO TELLES PEIXOTO PROF
3268,593.3,25/06/2012,Belo Horizonte,ZENAIDE VILALVA DE ARAU
3269,456.7,26/06/2012,Fortaleza,ANTONIO CANDIDO CORREA 
3270,664.9,27/06/2012,Patos de Minas,AGENOR COUTO DE MAGALHA
3271,,28/06/2012,Flores do Piaui,ALIPIO DE BARROS PROFES
3272,537.8,29/06/2012,Santo Andre,ANTONIO FRANCISCO REDON
3316,583.6,30/06/2012,,CANDIDO GONCALVES GOMID
3470,506,01/07/2012,Jaboatao dos Guara,CHIQUINHA RODRIGUES
3437,493.6,02/07/2012,Campo do Brito,ISABEL VIEIRA DE SERPA 
3538,439.8,03/07/2012,Sao Paulo,CLODOMIRO CARNEIRO
3597,620.4,04/07/2012,Colinas,ERMANO MARCHETTI
3438,458.3,05/07/2012,Vitoria,GALDINO LOPES CHAGAS PR
3439,501.7,06/07/2012,Sao Paulo,HUMBERTO DE SOUZA MELLO
3440,373.6,,Sao Mateus,DALILA DE ANDRADE COSTA
3539,506.2,08/07/2012,Salvador,BENEDITO TOLOSA PROFESS
3441,,,Petropolis,ARY BARROSO
3442,433.5,,Belo Horizonte,PEDRO MONTEIRO DO AMARA
3443,742.1,11/07/2012,Ribeirao Preto,MANUEL DA NOBREGA PADRE
3444,471.3,12/07/2012,Corumba,MANOEL DA NOBREGA PADRE
3445,445.5,13/07/2012,Passo Fundo,MATILDE MACEDO SOARES
3471,590.5,14/07/2012,Fortaleza,PASQUALE PECCICACCO
3472,405.8,,Curitiba,ANTONIO JOSE LEITE PROF
3473,332.8,,Uruguaiana,ANTOINE DE SAINT EXUPER
3474,388,17/07/2012,Sao Paulo,JOAQUIM LUIZ DE BRITO P
3475,611.2,18/07/2012,,MARQUES DE TAMANDARE AL
3476,,,Pocos de Caldas,JOAQUIM SILVADO DOUTOR
3477,442.5,20/07/2012,Fortaleza,REPUBLICA DO CHILE
3641,420.1,21/07/2012,,ANGELINA MADUREIRA PROF
3642,,,,TAUNAY VISCONDE DE
3643,,23/07/2012,Fortaleza,AUGUSTO RIBEIRO DE CARV
3478,538.1,24/07/2012,Juazeiro do Norte,AUGUSTO MEIRELLES REIS 
3479,,25/07/2012,,MATHIAS AIRES
3480,,,Limeira,ALBERT EINSTEIN ETE
3481,450.1,27/07/2012,Nova Lima,LUIZ GONZAGA RIGHINI PR
3482,455.4,28/07/2012,,MARIO TEIXEIRA MARIANO 
3483,,29/07/2012,Maceio,JOSE CARLOS DIAS PROFES
3598,390.1,,Irani,COLOMBO DE ALMEIDA PROF
3540,503.7,31/07/2012,,TARCISIO ALVARES LOBO
3484,,01/08/2012,Salvador,JOAQUIM NABUCO
3541,453.5,,Maracanau,JACOMO STAVALE PROFESSO
3599,463.1,03/08/2012,Ribeirao das Neves,NOSSA SENHORA DO RETIRO
3485,427,,Rio de Janeiro,DULCE FERREIRA BOARIN P
3486,,05/08/2012,,PLINIO DAMASCO PENNA PR
3600,,,Suzano,PAULO SETUBAL
3601,449.6,07/08/2012,Brasilia,TITO PRATES DA FONSECA
3602,502.9,08/08/2012,Registro,REGENTE FEIJO
3487,570.5,,Rio de Janeiro,ANTONIO EMILIO SOUZA PE
3488,617,10/08/2012,Lagoa Real,AUGUSTO DE MACEDO COSTA
3489,,,Eunapolis,PIO XII
3490,,,,FRONTINO GUIMARAES
3491,,13/08/2012,Matozinhos,ROMULO PERO PROFESSOR
3492,694.6,,Ipanema,PAULO EGYDIO DE OLIVEIR
3493,719.6,15/08/2012,Cruz Alta,TOLEDO BARBOSA
3494,364.9,16/08/2012,Mossoro,RITA BICUDO PEREIRA PRO
3495,525.8,,Valenca,HORACIO LAFER MINISTRO
3496,,18/08/2012,,NARBAL FONTES PROFESSOR
3497,,,Santo Andre,OCTAVIO MENDES DOUTOR
3498,615.3,20/08/2012,Brasilia,PAUL HUGON PROF
3499,,21/08/2012,Sete Lagoas,MARIA MONTESSORI
3500,521.7,22/08/2012,Guanhaes,FLORINDA CARDOSO PROFES
3501,477.8,23/08/2012,,AFRANIO PEIXOTO
3502,,24/08/2012,Joao Pessoa,VISCONDE DE INHAUMA ALM
3503,435.3,25/08/2012,Matriz de Camaragi,ANESIA SINCORA PROFESSO
3603,400.5,,,HEROIS DA FEB
3504,374.1,27/08/2012,Curitiba,IMPERATRIZ LEOPOLDINA
3542,,28/08/2012,Brasilia,RAQUEL ASSIS BARREIROS 
3543,,29/08/2012,,JOAO VIEIRA DE ALMEIDA
3544,426.8,30/08/2012,,JOAQUIM LEME DO PRADO P
3545,412.5,31/08/2012,Brasilia,JULIO MAIA
3546,346.5,01/09/2012,Sao Paulo,JOSE MARCELINO DA FONSE
3547,413.2,02/09/2012,Fortaleza,CASTRO ALVES
3548,375.3,,Manaus,PEDRO COSTA DEPUTADO
3549,644.5,04/09/2012,Governador Dix-Sep,CARLOS DE LAET PROF
3550,356.4,,Uruguaiana,ANTONIO LISBOA PROFESSO
3644,468.3,06/09/2012,Prados,ANTONIO VIEIRA PADRE
3645,,07/09/2012,,HOMEM DE MELLO BARAO
3551,,08/09/2012,Indaiatuba,BUENOS AIRES
3552,,09/09/2012,Sao Paulo,HORACIO AUGUSTO DA SILV
3553,480.6,10/09/2012,,EEGONCALVES DIAS
3604,352.6,11/09/2012,,CASIMIRO DE ABREU
3605,595.4,12/09/2012,Porto Ferreira,REPUBLICA DA BOLIVIA
3554,566.9,13/09/2012,Varzea Grande,EURICO FIGUEIREDO PROF
3646,518.4,14/09/2012,,
3647,665.8,15/09/2012,,VICTOR DOS SANTOS CUNHA
3555,753.4,16/09/2012,Sao Goncalo do Ama,SEBASTIAO DE SOUZA BUEN
3606,590.4,17/09/2012,Sao Luis,JOHANN GUTENBERG
3556,659,18/09/2012,Mascote,LUIZ AMARAL WAGNER PROF
3557,477.4,19/09/2012,,DAVID EUGENIO DOS SANTO
3558,,20/09/2012,Viana,JUDITH GUIMARAES DOS SA
3559,406.1,21/09/2012,Salvador,GABRIELA MISTRAL
3560,456.3,22/09/2012,Sao Joao de Meriti,JOSE MARIA REYS PROF
3561,485.3,23/09/2012,,EURIPEDES DE CASTRO
3562,837,,Nova Iguacu,EXPEDICIONARIO BRASILEI
3563,497.9,25/09/2012,Penapolis,PEDRO ALEXANDRINO
3607,433.4,,Campo Grande,JULIO PESTANA
3608,,27/09/2012,Sao Sepe,SILVA JARDIM
3609,,28/09/2012,Rio de Janeiro,ALFREDO INACIO TRINDADE
3610,,29/09/2012,Sao Paulo,ALBINO CESAR
3611,563.6,30/09/2012,Martinopolis,RAFAEL DE MORAES LIMA P
3612,412,01/10/2012,Guaranta do Norte,PHILOMENA BAYLAO PROFA
3613,501.6,02/10/2012,,LAEL DE MOURA PRADO PRO
3648,511.6,03/10/2012,Fortaleza,MIGUEL VIEIRA FERREIRA 
3649,515.5,04/10/2012,Marechal Candido R,MARIA PAULA MARCONDES D
3614,491.7,05/10/2012,Guarapari,CYRENE DE OLIVEIRA LAET
3615,428.2,,Brasilia,RUY BARBOSA CONSELHEIRO
3616,350.9,,Salvador,JOAO LIGABUE CONEGO
3617,637.4,08/10/2012,Ouro Branco,ANGELO BORTOLO
3618,439.6,09/10/2012,Rio de Janeiro,AMENAIDE BRAGA DE QUEIR
13298,,,Tibau,
3619,397.2,,Santa Maria,CARMOSINA MONTEIRO VIAN
3620,,11/10/2012,Brasilia,ARNALDO BARRETO
3621,482.5,12/10/2012,Rio de Janeiro,CASSIO DA COSTA VIDIGAL
3622,420.9,13/10/2012,Caruaru,PEDRO DE MORAES VICTOR 
3623,,14/10/2012,Rubiataba,MARIA ANGELITA SAYAGO L
3650,,15/10/2012,Sao Paulo,JOSE DO AMARAL MELLO PR
3651,394.3,,Salvador,ADEMAR HIROSHI SUDA PRO
3652,,17/10/2012,Sao Paulo,SAO PAULO
3653,,18/10/2012,Araraquara,LOUREIRO JUNIOR PROFESS
3654,,19/10/2012,,THEODORO DE MORAES PROF
3655,338.2,20/10/2012,Manaus,PAULO MONTE SERRAT PROF
3656,,21/10/2012,Brasilia,ROMAO PUIGARI
3657,,,Taboao da Serra,ISAI LEIRNER
3658,416.1,23/10/2012,,ANDRE OHL
3659,429.8,,Rio de Janeiro,ANDRE XAVIER GALLICHO P
3660,451,25/10/2012,Vargem Alta,ANTONIO FIRMINO DE PROE
3661,,26/10/2012,Sao Paulo,AMADEU AMARAL
3662,477.2,27/10/2012,Itapira,EDUARDO PRADO
3663,,,Sao Paulo,GUERINO RASO
3664,497.3,,Cuiaba,ANNA TEIXEIRA PRADO ZAC
3665,393,30/10/2012,Joao Pessoa,ANTONIO DE QUEIROZ TELL
3666,459.6,31/10/2012,Porto Velho,ARMANDO ARAUJO
3667,499,,Brasilia,PAULO LUIG FREI
3668,552.1,02/11/2012,Buenos Aires,PANDIA CALOGERAS
3669,526.9,,Petropolis,BENEDITO MATARAZZO DEPU
3670,442.5,04/11/2012,,OSWALDO CRUZ
3671,528.2,05/11/2012,,ORESTES GUIMARAES
3672,620.1,,Joinville,DOMINGOS FAUSTINO SARMI
3673,,07/11/2012,Rio de Janeiro,CARLOS DE CAMPOS ETE
3674,543.9,08/11/2012,,PLINIO BARRETO
3675,,09/11/2012,,WOLNY CARVALHO RAMOS PR
3676,,10/11/2012,Santa Teresa,CAMARGO ARANHA PROF ETE
3677,467.1,11/11/2012,,ALICE BERNARDO CORREA C
3678,470.1,12/11/2012,Mossoro,ANCHIETA PADRE
3679,506.1,13/11/2012,Lauro Muller,MMDC
3680,423.8,,Sao Jose de Ribama,MARIA DA GLORIA COSTA E
3681,,15/11/2012,Sao Simao,MARIO CASASSANTA PROFES
3682,421.2,16/11/2012,Rio de Janeiro,BEATRIZ R BASSI ASTORIN
13607,818,17/11/2012,Pedro Leopoldo,MARIO MARQUES DE OLIVEI
15590,465.6,18/11/2012,,VICTOR MIGUEL ROMANO PR
14285,557.6,19/11/2012,Itabuna,ANDRE DREYFUS PROFESSOR
15246,760.3,20/11/2012,Mari,STEFAN ZWEIG
15247,,21/11/2012,,AROLDO DE AZEVEDO PROF
15365,701.1,,Vitoria,ANNITA ATALLA PROFESSOR
15420,625.3,,Franca,SECUNDINO DOMINGUES FIL
15366,576.5,24/11/2012,,OLGA BENATTI PROFESSORA
15421,455,25/11/2012,Serra,BRISABELLA ALMEIDA NOBR
14572,404.3,26/11/2012,,JOY ARRUDA DOUTOR
13888,,27/11/2012,Diadema,JOCELYN PONTES GESTAL P
13388,366,28/11/2012,Tres Lagoas,JOSE HEITOR CARUSI PROF
14800,409,29/11/2012,Caucaia,MARIA APARECIDA DE CAST
14063,544.4,30/11/2012,Sao Vicente,FRANCISCO BORGES VIEIRA
14118,783.9,01/12/2012,,AMERICO DE MOURA PROFES
13326,353.4,02/12/2012,Sao Paulo,
14396,475.8,03/12/2012,Novo Gama,JOAO FIRMINO DE CAMPOS
15479,564.9,04/12/2012,Anapolis,JOSE CHEDIAK
13666,,,,REPUBLICA DO PARAGUAY
15480,390.6,06/12/2012,Barra do Garcas,CAROLINA AUGUSTA DA COS
13277,515.5,07/12/2012,,CLEMENTE QUAGLIO PROFES
13278,462.8,,Praia Grande,JULIETA NOGUEIRA RINALD
15985,,09/12/2012,Porto Velho,JOAQUIM BRAGA DE PAULA 
16041,451.6,10/12/2012,Craibas,JOSE ROCHA MENDES ETE
16042,,11/12/2012,,JULIA MACEDO PANTOJA PR
15930,338.2,12/12/2012,Sao Paulo,NORBERTO MAYER FILHO DE
15248,,13/12/2012,,MOACYR CAMPOS PROFESSOR
13158,,14/12/2012,Brasilia,JULIA AMALIA AZEVEDO AN
13159,447.7,15/12/2012,Currais Novos,JOAO DIAS DA SILVEIRA P
15078,,16/12/2012,Itajuba,JOAO CLIMACO DA SILVA K
15249,419.8,,Salvador,IRENE RIBEIRO PROFESSOR
15367,,18/12/2012,Sao Joao de Meriti,APARECIDA MARIA PIRES D
15250,,19/12/2012,Suzano,ALVINO BITTENCOURT PROF
15251,506.7,20/12/2012,,AMELIA DE ARAUJO DONA
12877,367.3,21/12/2012,Umuarama,ARACY LEME DA VEIGA RAV
12878,330.7,22/12/2012,Guaicara,BENEDITO ESTEVAM DOS SA
15252,322.7,,Sao Jose dos Pinha,BLANCA ZWICKER SIMOES P
15591,434.6,,,FREDERICO VERGUEIRO STE
15079,372.5,,Petrolina,ERASMO BRAGA
15080,403.6,26/12/2012,Rio de Janeiro,CONGONHAS DO CAMPO VISC
15081,525.7,27/12/2012,,CARLOS ESCOBAR
15481,,28/12/2012,Belem,CARAMURU
15082,407.7,29/12/2012,Carapicuiba,PAULO NOVAES DE CARVALH
15368,,,Uniao dos Palmares,PEDRO ARBUES CORONEL
14741,572,31/12/2012,Sao Paulo,SALVADOR ROCCO PROFESSO
14685,578.3,01/01/2013,Gravatai,JOAO BORGES PROFESSOR
13667,690.7,02/01/2013,,MARTIN LUTHER KING ETE
14338,471.6,03/01/2013,Niteroi,IRENE DE LIMA PAIVA PRO
15874,348.7,04/01/2013,Teutonia,JOSE MARQUES DA CRUZ PR
13216,380.4,05/01/2013,Sao Paulo,BENEDITA RIBAS F SILVEI
14231,520.6,,Caraguatatuba,ALMERINDA RODRIGUES MEL
13047,442.6,,Sao Jose dos Campo,ANTONIO CANDIDO BARONE
15307,912.7,08/01/2013,Sao Jose do Rio Pr,ASCENDINO REIS PROFESSO
15136,514.1,09/01/2013,Rio de Janeiro,OSWALDO CATALANO
15137,413.6,10/01/2013,Poa,EMEI JOSE LA TORRE PROF
15138,483.8,,Natal,PAULO CAVALCANTI ALBUQU
14119,635.4,12/01/2013,Brasilia,ORVILLE DERBY
14120,504.8,,Tres Lagoas,SANTOS AMARO DA CRUZ PR
15139,,14/01/2013,Rio de Janeiro,PILAR GARCIA VIDAL DONA
15083,397.2,15/01/2013,,MARIA LOURDES N ALBERGA
15084,461,16/01/2013,Para de Minas,MARISA DE MELLO PROFA
15140,440.3,,,OLGA MARINOVIC DORO PRO
13279,370.2,18/01/2013,Campo Formoso,RITA JULIA DE OLIVEIRA 
15755,,19/01/2013,Salvador,SANTOS DUMONT
13947,485.6,20/01/2013,,JOSE BARTOCCI PROFESSOR
15192,429.5,,Cachoeira do Sul,LUIZ ANTONIO FRAGOSO PR
15193,797.2,22/01/2013,Porto Alegre,THEODOMIRO EMERIQUE PRO
15369,,23/01/2013,Sao Luis,GABRIEL ORTIZ PROFESSOR
13441,,24/01/2013,Sao Paulo,JAMIL PEDRO SAWAYA PROF
12992,543.1,,,JOSE DE CAMPOS CAMARGO 
14175,435.2,26/01/2013,,BERNARDO RODRIGUES NOGU
15085,645,27/01/2013,Mossoro,JOAO MARIA OGNO OSB DOM
15086,687.1,28/01/2013,Jatoba,ZALINA ROLIM DONA
15087,533.7,,Cabreuva,ESTHER FRANKEL SAMPAIO
14176,612.2,,,NOSSA SENHORA DA PENHA
15088,505.7,31/01/2013,Brasilia,ANTAO PADRE
13280,619.2,01/02/2013,Ribeirao Preto,ADALGISA MOREIRA PIRES 
15756,517.6,02/02/2013,Presidente Medici,ADELAIDE FERRAZ DE OLIV
13217,505.7,03/02/2013,Brasilia,MARIA APARECIDA DE CAST
13218,454,04/02/2013,,MARIA DE CARVALHO SENNE
13719,380.6,05/02/2013,Belem,CUSTODIO JOSE DE MELLO 
13327,448.3,06/02/2013,Nova Iguacu,BARAO DE RAMALHO
14177,,,,ASTOLFO ARAUJO DEPUTADO
13160,542.4,08/02/2013,Rio de Janeiro,MARIA AUGUSTA DE AVILA 
13328,562.9,09/02/2013,Ibiruba,APRIGIO GONZAGA PROF ET
14457,348.3,10/02/2013,,INFANTE DOM HENRIQUE
13161,418.7,,Feira de Santana,JOSE PEREIRA DE QUEIROZ
14458,545.5,,Imperatriz,AFONSO PENNA JUNIOR PRO
14459,523.7,13/02/2013,Carpina,SOUZA QUEIROZ BARAO DE
13219,,14/02/2013,Sabara,JOSE TALARICO
14397,,15/02/2013,Varzea,EXERCITO BRASILEIRO
13220,568.3,16/02/2013,Soledade,JOAO RAMACCIOTTI PROF
13221,,17/02/2013,Ribeirao Preto,VITAL FOGACA DE ALMEIDA
21,508.4,29/10/2005,Rio de Janeiro,AZEVEDO JUNIOR
22,378.7,,Salvador,CESARIO BASTOS DR
23,445.3,31/10/2005,,SAO LEOPOLDO VISCONDE D
24,,01/11/2005,Sobral,ESCOLASTICA ROSA DONA E
25,509.4,02/11/2005,Mossoro,LUIZA MACUCO DONA
26,427.2,03/11/2005,,BENEVENUTO MADUREIRA PR
27,,04/11/2005,Sao Paulo,SUETONIO BITTENCOURT JU
28,516.5,05/11/2005,Sao Paulo,NEVES PRADO MONTEIRO
29,582.4,06/11/2005,,FERNANDO DE AZEVEDO PRO
30,385.7,07/11/2005,Olinda,PRIMO FERREIRA PROFESSO
31,563.4,08/11/2005,,CANADA
32,,09/11/2005,Cocal do Sul,BRAZ CUBAS
112,,,,PAULO FILGUEIRAS JUNIOR
33,518.4,11/11/2005,Rio de Janeiro,LUIZ HIPOLITO PROFESSOR
34,669.3,12/11/2005,,ALZIRA MARTINS LICHTI P
35,,13/11/2005,Rio de Janeiro,ANTONIO ABLAS FILHO DOU
36,,14/11/2005,Curitiba,BARNABE
37,330.7,15/11/2005,Catalao,BARTOLOMEU DE GUSMAO PA
38,,16/11/2005,Betim,MARQUES DE SAO VICENTE
39,,17/11/2005,,FRANCISCO MEIRA PROFESS
40,566.2,18/11/2005,Aparecida de Goian,SILVIA JORGE POLLASTRIN
41,467.7,19/11/2005,Brasilia,EUGENIA PITTA RANGEL VE
42,,20/11/2005,Piripiri,VILA MIRIM
43,,21/11/2005,,BENEDITO CALIXTO
44,460.3,,Santa Ines,FRANCISCO MARTINS DOS S
45,667.1,23/11/2005,Frederico Westphal,DAGOBERTO NOGUEIRA DA F
46,755.7,24/11/2005,Rio Branco,JON TEODORESCO PROFESSO
47,,25/11/2005,Joao Pessoa,ABRAHAO JACOB LAFER DOU
48,440.7,26/11/2005,Governador Valadar,ALFREDO REIS VIEGAS DOU
49,,27/11/2005,Recife,ANTONIO MOREIRA COELHO 
50,,28/11/2005,Jardim,ENIO VILAS BOAS PROFESS
61,,29/11/2005,Cordeiropolis,MARIA THEREZA DA CUNHA 
62,418,,Fortaleza,JOSE NIGRO PROFESSOR
63,381.6,01/12/2005,Juruti,ZULMIRA DE ALMEIDA LAMB
64,751,02/12/2005,Maceio,JARDIM BOPEVA
65,582.5,03/12/2005,,AUGUSTO PAES D AVILA RE
66,,04/12/2005,Mossoro,MARTIM AFONSO
67,506.2,05/12/2005,Boa Vista,LAUDELINO FERNANDES DOS
68,600.6,06/12/2005,,MARIA PACHECO NOBRE PRO
69,321.1,,Recife,YOLANDA CONTE PROFESSOR
70,323.6,08/12/2005,,JOSE CESARIO PEREIRA FI
